country,year
Ясудзо Масумура
Ёситаро Номура
Сэйдзюн Судзуки
Исиро Хонда
Дзюн Фукуда
Нориаки Юаса
Исиро Хонда
Микио Нарусэ
Масаки Кобаяси
Нагиса Осима
Ёдзи Ямада
Масаки Кобаяси
Исиро Хонда
Сэйитиро Утикава
Нагиса Осима
Хироси Тэсигахара
Тому Утида
Исиро Хонда
Корэёси Курахара
Дзюнъя Сато
Исиро Хонда
Сусуму Хани
Сэйдзюн Судзуки
Нагиса Осима
Нориаки Юаса
Кихати Окамото
Ёдзи Ямада
Хэйноскэ Госё
Корэёси Курахара
Акира Куросава
Дзюн Фукуда
Сацуо Ямамото
Сигэо Танака
Такуми Фурукава
Такуми Фурукава
Микио Нарусэ
Хироси Инагаки
Ясудзиро Одзу
Исиро Хонда
Хиромити Хорикава
Кэндзи Мидзогути
Тэйноскэ Кинугаса
Кодзи Сима
Масаки Кобаяси
Кон Итикава
Ко Накахира
Кон Итикава
Тадаси Имаи
Нагиса Осима
"Ясудзо Масумура ,  Кон Итикава ,  Кодзабуро Ёсимура"
"Микио Нарусэ ,  Юдзо Кавасима"
Хидэо Сэкигава
Микио Нарусэ
Нагиса Осима
Сацуо Ямамото
Нагиса Осима
Канэто Синдо
Кинуё Танака
Нагиса Осима
Кэйсукэ Киносита
Ален Рене
Садао Яманака
Канэто Синдо
Кон Итикава
Ясудзиро Одзу
Тому Утида
Кон Итикава
Сацуо Ямамото
Ясудзиро Одзу
Ёситаро Номура
Нагиса Осима
Акира Куросава
Ясудзиро Одзу
Ёдзи Ямада
Исиро Хонда
Масаки Кобаяси  Масаки Кобаяси  Масаки Кобаяси  Масаки Кобаяси
Тому Утида
Акира Куросава
Ясудзо Масумура
Кинуё Танака
Юдзо Кавасима
Ив Сиампи
Сусуму Хани
Масаки Кобаяси
Кодзабуро Ёсимура
Ёсисигэ Ёсида
Исиро Хонда
director
Мэттью Беттинелли  Тайлер Джиллетт
Ли Айзек Чун
Владимир Фокин
Патрисио Гусман
Фриц Ланг
Фернанду Мейреллиш
Рихард Освальд
"Джодрелл, Стив"
Брайен Ханнант
Марк Джофф
Филипп Мора
Леопольд Йеснер Пауль Лени
Ева Нейман
Валериу Жереги
Игорь Кобрин
Жорж Мельес
Иван Кравчишин
Джеймс Уильямсон
Джеймс Уильямсон
Жорж Мельес
Джеймс Уильямсон
Михаил Семичев Роман Ким
Уолтер Буф
Бахтиёр Худойназаров
Валерий Ямбурский
Джордж Альберт Смит
Джеймс Уильямсон
Александр Муратов
Джордж Альберт Смит
Александр Кириенко
Роман Бутовский
Иван Войтюк
Александр Кириенко
Андрес Пуустусмаа  Убойная сила 6  18-14  Красный жемчуг любви  Волшебник  Красная ртуть  Гурман  Крысоловка   Бесприданница  Белый песок  Варшава  Чужая жизнь  Дудочка крысолова  Зелёные коты  Акула
Алан Бадоев
Йос Стеллинг
"Кира Муратова  Нет смерти для меня  (2000)  Богиня: как я полюбила  (2004)  Зелёный театр в Земфире  (2008)  Последняя сказка Риты  (2012)  Петербург. Только по любви  (новелла «Сны Иосифа», 2016)  Северный ветер  (2020)"
Сергей Крутин
Йозеф фон Баки
Семён Горов
Джордж Альберт Смит
Николай Мащенко
Йоханнес Гутер
Оксана Байрак
Мартон Келети
Фридрих Вильгельм Мурнау
Джоэ Май
Мартон Келети
Джордж Альберт Смит
Арч Николсон
Конрад Фейдт
Юджен Иллес Виктор Янсон Пол Л. Стайн
Фридрих Вильгельм Мурнау
Рихард Айхберг
Фриц Ланг
Рихард Айхберг
Йозеф Штайн
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Рудольф Бибрах"
Йозеф Штайн
Лупу Пик
Артур Веллин
Вольфганг Нефф
Артур Кикебуш-Бренкен
Рихард Айхберг
Фридрих Вильгельм Мурнау
Карл Бёзе Пауль Вегенер
Роберт Вине
Фриц Ланг
Селтон Мелу
"Тадеуш Каньский ,  Альдо Вергано"
Грегори Ратофф
Ричард Л. Бэр
Артур Любин
Марк Робсон
Феликс Э. Файст
Стэнли Донен   Джин Келли
Пьер Монтазаль
Феликс Дейковс
Ингмар Бергман
Рене Клеман
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Томас Рот"
Карл Фройлих ]
Александр Файнциммер Владимир Легошин
Льюис Аллен
Маркус Дитрих
Энтони Ферранте
Сергей Щербин
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Джо Нуссбаум"
Пол Хоэн
Энрико Жардим Джон Макинтайр
Ив Симоно
Уилл Айзенберг
Киёси Куросава
Анджела Бассетт
Майк Ван Дим
Шери Фоксон
Оуэн Харрис
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Бартлетт Шер"
А.Б. Стоун
Майк Мендес
Дирбла Уолш  Реальная любовь  (2003)  Рок-волна  (2009)  Бойфренд из будущего  (2013)
Ди Рис
Борис Хлебников
Энтони Ферранте
Кенни Ортега
Кенни Ортега
"Джонас Морганштин   Главные:   .mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}  Шерм Коэн  Дэйв Каннингэм  Адам Палоян    Анимационные:    Мишель Брайан  Алан Смарт  Том Ясуми    Раскадровка:    Брайан Моранте  Фред Осмонд"
".mw-parser-output .plainlist ol,.mw-parser-output .plainlist ul{line-height:inherit;list-style:none;margin:0;padding:0}.mw-parser-output .plainlist ol li,.mw-parser-output .plainlist ul li{margin-bottom:0}  Ребекка Шугар  Джо Джонстон  (coрежиссёр)  Кэт Моррис  (coрежиссёр)"
Роман Ким Михаил Семичев
Майкл Джаккино
Пол Хоэн
Дэниел Минэхэн
Дьярмуид Лоуренс
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Доминик Хартль"
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Джакомо Баттиато"
Михаил Семичев Роман Ким
Саша Джерваси
Джеймс Ганн
Пол Хоэн
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Матти Гешоннек"
Ричард Эйр
Терри  Лоан
Найджел Коул
Джей Роуч
Адам Б. Штайн Зак Липовский
Оливер Домменгет
Рамин Бахрани
""
"Кёртис, Адам"
Мэтт Липси
Энтони Ферранте
Стено Марио Моничелли
Кэрол Рид
Ван Партибл  - Сайлас Хикки   Эндрю Оои   CJ See
Аллан Аркуш
Анри Эльман
Кевин Рейнольдс
Микаэл Саломон
Рауль Пек
Пьер Акнин
С. Дж. Кларксон
Рон Оливер
Иван Шурховецкий   Артём Аксёненко
Мик Джексон
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Molly Milton"
Ли Роуз
Михаэль Койш
Стюарт Гиллард
Марк Росмэн
Джойс Чопра
Ив Симоно
Джулио Базе
Джордж Кэйс
Стивен Фрирз
Уолтер Хилл
Рассел Малкэхи
Кристофер Менол
Ежи Штур
Джон Франкенхаймер
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Брэдфорд Мэй"
"Ричард Комптон,   Джон Кассар"
Рик Розенталь  (под псевдонимом  Алан Смити )
Делберт Манн
Майкл Ритчи
Билл Кондон
Ричард Хеффрон
Николас Роуг
Стивен Толкин
Дебора Райниш
Джон Эрман
Питер Уэрнер
Сара Хеллингс
Дэвид Джексон
Майк Роуб
Джон Флинн
Роджер Янг
Джон Пауэр
Стюарт Марголин
Фред Уолтон
Гленн Джордан
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Майкл Койш"
Майкл Андерсон
Джереми Каган
Ив Симоно
Роджер Янг
Ули Эдель
Уильям Фридкин
""
Джон Франкенхаймер
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Роберт Аллан Аккерман"
Ральф Бакши
Лэрри Илайкэнн
Дэн Голден
Джеф Мёрфи
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Джон Макнотон"
Пол Шапиро
Роман Качанов
Роджер Споттисвуд
Джеймс Кич
Эльдор Уразбаев
Георгий Юнгвальд-Хилькевич
Сергей Микаэлян
Варис Брасла
Эфраим Севела
Иосиф Райхельгауз
Роберт Родригес
"Михаил Швейцер ,  Софья Милькина"
"Пол Шрейдер  Синие воротнички  (1978)  Жесткач  (1979)  Американский жиголо  (1980)  Мисима  (1985)  При свете дня  (1987)  Чуткий сон  (1992)  Прикосновение  (1997)  Скорбь  (1997)  Навеки моя  (1999)  Эскорт для дам  (2007)  Умирающий свет  (2014)  Дневник пастыря  (2017)  Холодный расчёт  (2021)  Садовник  (2022)  О, Канада  (2024)"
Джон Кэнди
Ким Мэннерс
Пол Красни
Хуан Карлос Клавье
Брендан Махер
Пол Зиллер
Сергей Фёдорович Бондарчук Фёдор Сергеевич Бондарчук
Давид Дельрие
Джон Милиус
Ричард Пепин
Джейк Уэст
Дэвид Ву
Уве Янсон
Илан Дюран Коэн
Джон Эрман
Олег Гусев
Саймон Шор
Фрэнсин МакДугалл
Сол Дибб
Лев Цуцульковский
Рассел Барнс
Жером Фулон
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Майкл Суитцер"
Ив Симоно  Франсис Леклер
Рассел Малкэхи
Стивен Поляков
Шон Макнамара
Валерий Усков   Владимир Краснопольский
Агнешка Холланд
Серж Мейнар
Пол Зиллер
Мик Гаррис
Джон Лэнг
Джозеф Сарджент
Томми Ли Джонс
Джордж Михалка
Билл Иглз
Фрэнк Пирсон
Питер Левин
Брайан Тренчард-Смит
Грег Биман
Рокни О’Бэннон
Роберт Марковиц
Мартин Дэвидсон
Роджер Янг
Стивен Стерн
Стюарт Гиллард
Джефф Блекнер
Ральф Л. Томас
Дэвид Джексон
Мик Джексон
Лэрри Илайкэнн
Станислав Митин
Сергей Бобров
Гэри Нелсон
Дмитрий Фикс
Тигран Кеосаян
Оксана Бычкова
Том Холланд
Иван Пассер
Мартин Скорсезе   Майкл Генри Уилсон
Джим Уайнорски
Алан Эрейра Дэвид Уоллес
Роджер Янг
Роджер Мичелл
Стивен Стерн
Мойра Армстронг
Пол Зиллер
Брэдфорд Мэй
Чарльз Джэрротт
Джон Блэр
Ларри Илайкэнн
Антон Сиверс
Питер Маркл
Джон Кролл
Джефф Вулноу
Джефф Вулноу
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Кристофер Лейтч"
Крис Джеролмо
Питер Джексон Коста Боутс
Эрнест Дикерсон
Тибор Такач
Дэвид Эттвуд
Дуэйн Данэм
Роджер Янг
Роб Коэн
Джон Ирвин
Доминик Барон
Жак Дере
Дэн Кертис
Майкл Кристофер
Майкл Прис
Роберт Марковиц
Фрэнк Роддэм
Дэвид Скиннер
Терри Ингрэм
Стив Бэррон
Джон Ву
Джон Хендерсон
Джонатан Каплан
"Ларри Шоу  Последний дом слева  (1972)    У холмов есть глаза  (1977)  Незнакомец в нашем доме  (1978)  Смертельное благословение  (1981)  Болотная тварь  (1982)  Кошмар на улице Вязов  (1984)  Приглашение в ад  (1984)  Леденящий  (1985)  У холмов есть глаза 2  (1985)  Смертельный друг  (1986)  Змей и радуга  (1988)  Электрошок  (1989)  Ночные видения  (1990)  Люди под лестницей  (1991)  Кошмар на улице Вязов 7: Новый кошмар  (1994)  Вампир в Бруклине  (1995)    Крик  (1996)    Крик 2  (1997)  Музыка сердца  (1999)    Крик 3  (2000)  Оборотни  (2005)  Ночной рейс  (2005)  Париж, я люблю тебя  (2006)  Забери мою душу  (2010)    Крик 4  (2011)"
Ули Эдель
Тибор Такач
Дмитрий Фикс
Диармайд Лоуренс
Кевин Джеймс Добсон
Бетти Томас
Джек Шолдер
Гэбриэлль Бомонт
Чарльз Старридж
"Дик Лоури, на англ. Dick Lowry"
Роберт Либерман
Тимоти Бонд
Юрий Грымов
Монте Маркхэм
Терри Хьюз
Александр Рогожкин
Крэйг Баксли
Леонард Кацман
Марвин Джей Чомски
Роберт Хармон
Ник Уиллинг
Нэнси Савока Шер
Стив Бойюм
Надя Тэсс
Стив Бойум
Кристиан Фор
Родни Гиббонс
Роберт Таунсенд
Роджер Янг
Анджей Вайда
Джон Шлезингер
Мик Гаррис
Трой Миллер
Джозеф Сарджент
Дэвид Грин
Дагмар Хиртц
Джон Херцфелд
Джаник Файзиев
Джеффри Сакс
Жан-Даниэль Верхак
Питер Уэрнер
Олег Гусев
Джон Франкенхаймер
Джозеф Сарджент
Ди Джей Макхейл
Александр Рогожкин
Андрис Лиепа
Роберт Янг
Уильям Фридкин
Мик Гаррис  Восставший из ада  Ночной народ  Повелитель иллюзий
Кристофер Рив  В сумерках  (1997)  История Брук Эллисон   (2004)  Победитель  (2006)
Жак Майло
Дэвид Друри
Стивен Куэйл
Джонатан Стэмп
Дэвид Эттвуд
Дэвид Ву
Джеймс Д. Р. Хикокс
Ули Эдель
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Фабрис Казенёв"
Аллан Мойл
Джон Франкенхаймер
Грег Биман
Стивен Робман
Майк Баркер
Джейн Андерсон Марта Кулидж Энн Хейч
"Ник Моррис  ,  Гейл Эдвардс"
Питер Медак
Бибан Кидрон
Майкл Паттинсон
Василий Пичул
Мойсес Кауфман
Роберт Марковиц
Жан-Даниэль Верхак
Лоуренс Шиллер
Ули Эдель
Робер Аллан Акерман
Тигран Кеосаян
Гленн Джордан
Чарльз Уинклер
Мишель Полетт
Арманд Масторойанни
Кеннет Джонсон
Джо Шаппелл
Дэвид Стейнберг
Эндрю Грив
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Кеннет Джонсон"
Джон Макнотон
Роберт Сигл
Саймон Кёртис
Кевин Коннор
Михаэль Койш
Стив Бойум
Александр Рогожкин
Дэвид Джексон Дик Лоури
Боб Мисиоровски
Патрик Гранпере
Стюарт Гиллард
Род Дэниел
Джон Лафия
Гай Ферленд
Том Клегг
Мурад Ибрагимбеков
Ларри Шоу
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Юхан Лёфстедт"
Пол Хоэн
Шон Каннингем
Джереми Каган
Уолтер Кленхард
Стивен Уильямс
Жан Пьер Ру
Роберт Исков
Эд Жернон
Роджер Споттисвуд
Джеффри Сакс
Дэвид Карсон
Кристоф Оноре
Майкл Веяр
Тьерри Шабер
Майкл Кон
Стивен Поляков
Пол Мазурски
Михель Койш
Ли Роуз
Фрэнк Пирсон
Джакомо Баттьято
Сури Кришнамма
Том Маклафлин
Джон Кент Харрисон (на англ. John Kent Harrison)
Кари Скогланд
Олег Бабицкий Юрий Гольдин
Валерий Тодоровский
Эндрю Грив
Джулиан Фарино
Дэрин Ферриола
Мэри Ламберт
Стив Лотер
Филип Спинк
Бернар Стора
Мэтт Код
Гэри Надо́
Роберт Зигль
Лоранс Катриан
Микаэл Саломон
Йон Кассар  ( англ.  Jon Cassar
Максим Паперник
Ник Кастл
Джефри Леви
Шерил Дунье
Анджей Вайда
Сильви Верейде
Кристиан Петцольд
Майкл Ланж
Скотт Зилл
Родни Гиббонс
Мэнни Кото
Джейн Андерсон
Стюарт Орм
Мэгги Гринволд
Родни Гиббонс
Фрэнк Пирсон
Питер Хьюитт
Кэролайн Томпсон
Стив Бойум
Филиппа Лоуторп
Кристиан МакИнтайр
Йо Байер
Марк А.З. Диппе
Саймон Селлан Джоунс
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Маркус Олссон"
Филип Мартин
Стюарт Гиллард
Микаэль Саломон
Дик Лоури
Майк Роуб
Пит Трэвис
Брайан Хенсон
Джон Даунер
Мэтью О'Каллаган
братья Тавиани
Джозеф Сарджент
Маркус Ниспель
Стив Бойум
Джон Л’Экуаер
Стив Рэш
Стив Бойум
Джо Ахерн
Джон Грей
Гиллис Маккиннон
Ули Эдель
Адриан Шерголд
Александр Котт
Джон Лафия
Михаил Козаков
Джессика Шарзер
Рассел Малкэхи
Дэйв Мур
Даррелл Рудт
Роберт Хэрмон
Дэвид С. Касс ст.
Маркус Имбоден
Рассел Малкэхи
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Эд Бай"
Тибор Такач
Фабрицио Коста
Дезире Лим
Рауль Пек
Елена Ланская
Тони Митчелл
Аллен Хьюз
Вера Сторожева
Эшли Пирс
Кристиан Фор
Семён Горов
Гарет Эдвардс
Мэттью Миллер
Роджер Янг
Джим Уайнорски
Джей Лови
Джойс Бунюэль
Павел Чухрай
Дэвид Эттвуд
Арман Мастроянни
Майкл Хёрст
Иэн Б. Макдональд
Брайан Кирк
Джон Джонс
Тина Баркалая
Джозеф Сарджент
Ален Тасма
Тибор Такач
Мэтт Кодд
Адриан Шерголд
Роберт Янг
Артём Антонов
Питер Вернер
Тьерри Бинисти
Расселл Барнс
Клэр Бивэн
Стюарт Гиллард
Адриан Шерголд
Шелдон Уилсон
Алексей Карелин
Дрейк Белл   (1 часть) Стив Хофер  (2 часть)
Себастьян Монтес Скутер Тидвелл
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Эндрю Голдберг"
Томми О’Хейвер
Сандра Голдбахер
Ричард Дэйл
Ральф Хемекер
Андрей Прошкин
Джозеф Майкл Стражински
Алекс Уинтер
Деклан О'Брайэн
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Пенелопа Бюйтенхайс"
Виллен Новак
Майкл Гроссман
Арман Мастрояни
Дуглас Джексон
Лев Л. Спиро
Микаэль Саломон
Энди де Эммони
Дуглас Джексон
Пол Зиллер
Энди Де Эммони
Роланд Сузо Рихтер
Эльдар Рязанов
Алла Чикичева
Брентон Спенсер
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Том Маклафлин"
Питер Левин
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Джеймс Контнер  Арманд Мастроянни  Лиа Томпсон"
Джей Роуч
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Джерри Чиккоритти"
Расселл Барнс
Александр Франскевич-Лайе
Ольга Савостьянова
Дон Э. Фонтлерой
Эмманюэль Берко
Филипп Каделбах
Николаус Лейтнер
Джон Кассар
Эрик Ланёвилль
Джулиан Джаррольд
Джеймс Кент
Брайан Левант
Уве Янсон
Константин Худяков
Дэмон Томас
Эдмунд Каултхард
Брюс Макдональд
Ричард Лонкрейн
Пол Зиллер
Александр Мержанов
Джил Янгер
Стюарт Гиллард
Рауль Пек
Барри Левинсон
Андрей Зайцев
Аннабель Янкель
Марк Джобст
Майк Роуб
Ричард Дейл (Richard Dale)
Пол Зиллер
Деклан О’Брайен
Рассел Малкэхи
Майк Баркер
Майкл Сакси
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Норма Бэйли"
Джон Александр
Пьер Бутрон
Ален Берлинер
Питер Делуиз
Марк Ривьер
Джордж Лаву
Томас Картер
Дональд П. Боркерс
Джеймс Хэйман
Билл Коркоран
Анатолий Матешко
Макс Ланг Якоб Шух
Пит Трэвис
Алекс Уинтер
Альберт Мэйслес Брэдли Каплан
Дон Э. ФонтЛеРой
Стефен Т. Кэй
Андрей Гречиха
Майкл Дамиан
Билли О'Брайен
Даниэль Касателле Изабелла Кларк
Джеффри Хорнадэй
Кёртис Хэнсон
Владимир Бортко
Майкл Лембек
Дамон Сантостефано
Джеймс Стронг
Мелани Майрон
Мик Гаррис
Джеффри Сакс
Дарнелл Мартин
Йоханнес Вайланд Уве Хайдшоттер
Том Харпер
Шарль Бинаме
Мэри Ламберт
Нина Компанеец
Виталий Воробьёв
Дэвид Хеа
Александр Якимчук
Томми Ли Джонс
Дебора Чоу
Дэниэл М. Смит
Райан Мёрфи
Анри Эльман
Олег Газе
Кевин Коннор
Джеймс Хоуз
Дэвид Мэмет
Виктор Демент
Джефф Блекнер
Сергей Жигунов
Агнешка Холланд
Филлип Нойс  Реальная любовь  (2003)  Рок-волна  (2009)  Бойфренд из будущего  (2013)
Энтони Ферранте
Филипп Кадельбах
Терри Макдоно
Виталий Воробьёв
Джеффри Хорнадэй
Грег Моттола
Энгус Маклейн
Энтони Ферранте
"Стивен Содерберг  Секс, ложь и видео  (1989)  Кафка  (1991)  Царь горы  (1993)  Там, внутри  (1995)  Анатомия Грея  (1996)  Шизополис  (1996)  Вне поля зрения  (1998)  Англичанин  (1999)  Эрин Брокович  (2000)  Траффик  (2000)  11 друзей Оушена  (2001)  Во всей красе  (2002)  Солярис  (2002)  Эрос  (2004)  12 друзей Оушена  (2004)  Пузырь  (2005)  Хороший немец  (2006)  13 друзей Оушена  (2007)  Че  (2008)  Девушка по вызову  (2009)  Информатор  (2009)  Всё в порядке  (2010)  Заражение  (2011)  Нокаут  (2012)  Супер Майк  (2012)  Побочный эффект  (2013)  За канделябрами  (2013)  Удача Логана  (2017)  Не в себе  (2018)  Птица высокого полёта  (2019)  Прачечная  (2019)  Пусть говорят  (2020)  Без резких движений  (2021)  Кими  (2022)  Супер Майк: Последний танец  (2023)  Присутствие  (2024)  Чёрный мешок  (2025)"
Тьерри Бинисти
Александр Даруга
Виктор Гонсалес
Хилари Одус
Кенни Леон
Александр Устюгов
Марк Эванс
"Филип Кауфман  Гольдштейн  (1965, также продюсер)  Бесстрашный Фрэнк  (1967, также продюсер)  Великий налет на Нортфилд, Миннесота  (1972)  Странники  (1979)  Парни что надо  (1983)  Невыносимая лёгкость бытия  (1988)  Генри и Джун  (1990)  Восходящее солнце  (1993)"
Джон Маккей
Ллойд Крамер
Билл Вудрафф
Руперт Гулд
Питер Хьюитт
Чарльз Стёрридж
Вик Сарин
Джакомо Кампиотти
".mw-parser-output .ts-Wikidata-redLink a{background:none;padding:0}.mw-parser-output .ts-Wikidata-redLink a.external{color:#ba0000;color:var(--color-link-red,#ba0000)}.mw-parser-output .ts-Wikidata-redLink a.external:visited{color:#a55858;color:var(--color-link-red--visited,#a55858)} Стивен Р. Монро"
Джей Роуч
Флориан Гартунг     Дирк По́лманн
Джулиан Джаррольд
Стив Бэррон
Микаэл Саломон
Брюс Дэвисон
Теа Шеррок
Дэвид Белтон
Жан Деланнуа
Акира Куросава
Владимир Немоляев
Стюарт Хейслер
Джозеф Х. Льюис
Сэвидж Стив Холланд
Николай Лебедев
country
Великобритания
"Франция, Германия, США"
США
США
США
"США, Канада"
Россия
США
"США, Китай"
США
Россия
США
Уругвай
США
Россия
США
США
США
Норвегия
США
США
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
Китай
СССР
СССР
СССР
"СССР, Франция"
СССР
СССР
СССР
СССР
СССР
СССР
СССР
СССР
""
СССР
